平台,日期,评价时间,门店,城市,总体评分,口味评分,包装评分,配送评分,配送满意度,评价内容,回复,点赞,点踩,申诉,关键词,商品明细
美团,2026-07-02,2026-07-02T16:14:20,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"香卤莲藕(微辣)(特小份(约100g)),单价5.8*数量1/香卤鸭心(微辣)(小份(约160g)),单价16.8*数量1/可口可乐300ML(1瓶),单价3.5*数量1/盐焗鸡翅(不辣)(小份(约150g),(不切开)整个),单价28.6*数量1/3.99元香辣鸭锁骨(1个,麻辣),单价3.99*数量1"
美团,2026-07-02,2026-07-02T15:43:45,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"柠檬去骨凤爪(酸辣)(小份210g),单价36.8*数量1/香卤莲藕(微辣)(特小份(约100g)),单价5.8*数量1"
美团,2026-07-02,2026-07-02T12:09:06,煌上煌酱鸭(南宁安吉万达店),南宁,,,1.0,5.0,满意,谁吃谁拉 包得拉一天 肚子又痛  ,亲爱的顾客，感谢你对煌上煌的支持，也很抱歉没有给你带来愉快的消费体验，您现在身体有好点了吗？我们选用的原材料全部经过严格挑选的并且都是每天新鲜供应的，因为天气原因建议您吃的时候加热食用喔~直接食用很容易引起肠胃的不适,nan,nan,nan,nan,"香卤鸭脖(微辣)(特小份(约120g)),单价14.6*数量1/香卤鸭头(微辣)(1个,(切开)非整个),单价8.8*数量1/3.99元香辣鸭锁骨(1个,微辣),单价3.99*数量1/香卤莲藕(微辣)(特小份(约100g)),单价5.8*数量1/9.9元素菜双拼(1人份),单价11.6*数量1"
美团,2026-07-01,2026-07-01T22:01:25,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"香卤豆筋(微辣)(特小份(约100g)),单价5.8*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1/香卤鸭头(微辣)(1个,(切开)非整个),单价8.8*数量3"
美团,2026-07-01,2026-07-01T18:28:22,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,好吃份量多值得推荐推荐推荐#【招牌必吃】手撕酱鸭（酱辣）# #6.5元麻辣鸭头（超辣超上头）# #【招牌必吃】手撕酱鸭（酱辣）# #【招牌必吃】手撕酱鸭（酱辣）# #香卤腐竹(微辣)# #3.99元香辣鸭锁骨#,亲的句句认可和肯定，真实的话语，让我们不由间又多了一份信心。努力让香香、麻麻、辣辣的味道飘到千家万户去呢。期待您的再次光临！,nan,nan,nan,nan,"香卤腐竹(微辣)(特小份(约100g)),单价5.8*数量1/3.99元香辣鸭锁骨(1个,微辣),单价3.99*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价8.8*数量1/【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1"
美团,2026-07-11,2026-07-11T23:07:59,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,甜辣鸭肉条外卖风味很不错，甜与辣平衡得恰到好处，鸭肉肉质紧实有嚼劲。配菜新鲜量足，包装简洁严实，配送准时，会考虑再次订购。,非常感谢亲的评价，因为您的满意，让我们的生命如此多彩，让我们的世界因您而精彩，感谢您对我们的团队和我们的产品的信任~往后我们会更改努力，为您提供更好的服务。期待您的下次光临！,nan,nan,nan,nan,"9.9元4个香辣鸭翅中(1人份,麻辣),单价9.9*数量1/甜辣鸭肉条(小份约120g,甜辣),单价16.8*数量1/9.9元素菜双拼(1人份),单价11.6*数量1/可口可乐300ML(1瓶),单价3.5*数量1"
美团,2026-07-11,2026-07-11T17:08:30,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,好吃爱吃，大品牌毋庸置疑,尊敬的顾客，您好，非常感谢您对煌上煌的支持呢，我们会更加努力，为您提供更好的服务。欢迎下次光临！,nan,nan,nan,nan,"9.9元素菜双拼(1人份),单价9.9*数量1/点右上角?收藏 立领2元券(1个),单价0.0*数量50/两荤一素吃饱餐(1人份),单价21.9*数量1"
美团,2026-07-11,2026-07-11T14:45:49,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。",nan,nan,nan,nan,nan
美团,2026-07-11,2026-07-11T10:01:06,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。",nan,nan,nan,nan,"香卤鸭头(微辣)(1个,(不切开)整个),单价8.8*数量1/酱香鸭脖(香辣)(小份(约200g)),单价24.8*数量1/3.99元香辣鸭锁骨(1个,微辣),单价3.99*数量1"
美团,2026-07-11,2026-07-11T09:36:25,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"亲亲 您的满意是我们最大的追求,我们会努力做的更好。",nan,nan,nan,nan,"香辣海带结(微辣)(特小份(约100g)),单价5.8*数量1/香卤鸭头(麻辣)(1个,(切开)非整个),单价8.8*数量2/香卤香菇(微辣)(小份(约150g)),单价10.9*数量1/香卤鸭脖(麻辣)(特小份(约120g)),单价14.6*数量1/9.9元素菜双拼(1人份),单价9.9*数量1"
美团,2026-07-09,2026-07-09T17:26:56,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,收到您的好评，我们像中了彩票一样开心！感谢鼓励，我们会继续用心，让每一位顾客都感受到这份诚意！,nan,nan,nan,nan,"9.9元4个香辣鸭翅中(1人份,微辣),单价9.9*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价8.8*数量1/香卤鸭头(微辣)(1个,(不切开)整个),单价8.8*数量2/9.9元素菜双拼(1人份),单价11.6*数量1"
美团,2026-07-09,2026-07-09T15:57:39,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,您的好评已签收，像拆开一份小礼物，满满的感动！我们会继续加油，用心服务好每一位顾客。,nan,nan,nan,nan,"3.99元香辣鸭锁骨(1个,麻辣),单价3.99*数量1/【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1/9.9元素菜双拼(1人份),单价11.6*数量1"
美团,2026-07-09,2026-07-09T11:09:55,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,这次点的套餐量超足，味道超赞，色香味俱全，一看就很有食欲。一如既往的好吃，，强烈安利！值得推荐。,非常感谢您的认可呀，您夸赞的套餐量足又美味，能得到您的强烈安利超开心，期待您常来哟！,"香卤腐竹(微辣),酱香鹌鹑(酱辣),香卤莲藕(微辣)",nan,nan,nan,"酱香鹌鹑(酱辣)(1个,(不切开)整个),单价8.8*数量1/香卤莲藕(微辣)(特小份(约100g)),单价5.8*数量1/香卤腐竹(微辣)(中份(约300g)),单价16.8*数量1"
美团,2026-07-08,2026-07-08T19:35:04,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"香卤毛豆(微辣)(特小份(约100g)),单价5.8*数量1/9.9元素菜双拼(1人份),单价9.9*数量1/【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1"
美团,2026-07-08,2026-07-08T17:00:21,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,nan,"您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,nan
美团,2026-07-08,2026-07-08T11:26:10,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,nan,"您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,nan
美团,2026-07-08,2026-07-08T10:27:47,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,"您的满意是我们最大的追求,我们会努力做的更好。期待您的下次光临！",nan,nan,nan,nan,"22.9元荤素双拼plus(1人份),单价22.9*数量1/甜辣鸭肉条(小份约120g,甜辣),单价16.8*数量1/香卤莲藕(微辣)(中份(约300g)),单价16.8*数量1"
美团,2026-07-07,2026-07-07T20:57:25,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,nan,谢谢您的好评！这份认可让我们更有信心，我们会继续用真诚和热情，为您带来更多美好的体验。,nan,nan,nan,nan,nan
美团,2026-07-07,2026-07-07T15:51:22,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,"

这款饮品确实甜度过高，入口后糖分冲击明显，易产生甜腻感。优点是口感顺滑，香气浓郁。总体评价：甜度控制欠佳，建议降低糖分比例，推荐给嗜甜爱好者，大众消费者需谨慎尝试。#3.99元香辣鸭锁骨# #酱香鹌鹑(酱辣)# #可口可乐300ML#",感谢您提及饮品口感顺滑、香气浓郁，对于甜度过高给您造成的影响十分抱歉，后续会不断优化，期待您再来品尝~,nan,nan,nan,nan,"酱香鹌鹑(酱辣)(1个,(不切开)整个),单价8.8*数量2/可口可乐300ML(1瓶),单价3.5*数量1/3.99元香辣鸭锁骨(1个,麻辣),单价3.99*数量1"
美团,2026-07-07,2026-07-07T10:16:27,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,哇，收到您的好评了！心里暖暖的～我们会继续用心做好每个细节，期待下次还能为您带来满意的体验！,nan,nan,nan,nan,"【招牌必吃】手撕酱鸭（酱辣）(小份(约110g)),单价24.8*数量1/酱香鹌鹑(酱辣)(1个,(切开)非整个),单价8.8*数量1/9.9元素菜双拼(1人份),单价9.9*数量1"
美团,2026-07-07,2026-07-07T03:02:56,煌上煌酱鸭(南宁安吉万达店),南宁,,,1.0,5.0,满意,餐品内包装有破损渗漏打包不盖好、平平无奇、不会回购、实物跟商家描述不符缺斤少两，空盒子18g，另外两样素菜是标注写100g，结果自己一称再减去这个空盒子重量发现都不到100g。打包还是另外付钱的，盒子又要算重量，相当于是收了两次钱。,顾客你想吃霸王餐想疯了吧？你申请退款打电话和你勾通话还没讲完你就挂电话了，后面又打3到4次电话给你都不接，你心里有鬼吗？你要退款可以但我要给跑腿去拿餐回来哈，你做的对去找平台为什么没有给你退款，说明你做的不对。煌上煌门店没有像你评论那么难听，公司一直以来外卖单盒子一直都是去皮从不上称过，顾客下单多少克我们就称多少克给你们，产品只会给多不会给少，产品有质检报告门店卫生欢迎亲们的监督检查，希望你继续发扬下去,nan,nan,nan,nan,"香卤毛豆(微辣)(特小份(约100g)),单价5.8*数量1/香卤鸭头(微辣)(1个,(切开)非整个),单价8.8*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价8.8*数量1/香卤莲藕(微辣)(特小份(约100g)),单价5.8*数量1/9.9元4个香辣鸭翅中(1人份,不辣),单价9.9*数量1/3.99元香辣鸭锁骨(1个,微辣),单价6.8*数量1"
美团,2026-07-07,2026-07-07T00:09:09,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,哇，看到您的好评，我们忍不住嘴角上扬！感谢您把这份满意留给我们，我们会继续加油，让每位顾客都满载欢喜而归。,nan,nan,nan,nan,"雪花啤酒330ml(1罐),单价5.0*数量1/盐焗鸡翅(不辣)(小份(约150g),(不切开)整个),单价28.6*数量1/香辣海带结(微辣)(特小份(约100g)),单价5.8*数量1/香卤莲藕(微辣)(中份(约300g)),单价16.8*数量1/3.99元香辣鸭锁骨(1个,麻辣),单价3.99*数量1"
美团,2026-07-16,2026-07-16T13:05:46,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,感谢您的认可！您的满意就是我们店里最好的“荣誉勋章”，我们会把它挂在心上，努力做得更好，欢迎常来！,nan,nan,nan,nan,"凉拌牛肉(微辣)(小份(约130g)),单价32.8*数量1/3.99元香辣鸭锁骨(1个,微辣),单价3.99*数量1"
美团,2026-07-16,2026-07-16T10:42:48,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,谢谢您的鼓励！我们会用心做好每个细节，不断提升服务品质，期待您的再次光临，祝您每一天都开心！,nan,nan,nan,nan,"香卤鸭心1元/个(1个,微辣),单价0.98*数量1/香卤鸭心1元/个(1个,微辣),单价1.0*数量9/甜辣鸭肉条(小份约120g,甜辣),单价16.8*数量1/香卤莲藕(微辣)(中份(约300g)),单价16.8*数量1"
美团,2026-07-16,2026-07-16T00:41:28,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,9.9 元 4 个香辣鸭翅中，性价比超高。鸭翅中肉质鲜嫩，香辣入味，啃起来超带感，配送也特别及时，以后想吃还点这家外卖。,亲，非常感谢您对香辣鸭翅中的好评呀，9.9元4个超划算，肉质鲜嫩香辣入味，配送还及时，期待您常来！,nan,nan,nan,nan,"香卤鸭脆肠(微辣)(小份(约120g)),单价22.6*数量1/9.9元素菜双拼(1人份),单价11.6*数量1/9.9元4个香辣鸭翅中(1人份,微辣),单价9.9*数量1"
美团,2026-07-15,2026-07-15T17:42:04,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,好吃，爱吃，超级回顾。,"您的满意是我们最大的追求,我们会努力做的更好。",nan,nan,nan,nan,"三荤两素爽吃餐(2人份),单价36.9*数量1"
美团,2026-07-14,2026-07-14T23:35:15,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,感谢您慷慨的好评！每一句鼓励都是我们前行路上最亮的星，我们会继续用心打磨每个细节，期待与您下次温暖相遇。,nan,nan,nan,nan,"香卤莲藕(微辣)(中份(约300g)),单价16.8*数量1/3.99元香辣鸭锁骨(1个,麻辣),单价3.99*数量1"
美团,2026-07-14,2026-07-14T15:20:06,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,nan,收到您的肯定很开心！我们会继续用心服务每一位顾客，不断提升品质，期待与您再次相遇，祝您笑口常开！,nan,nan,nan,nan,nan
美团,2026-07-14,2026-07-14T14:50:32,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,"菜品食材新鲜又卫生, ",非常感谢您夸赞菜品食材新鲜卫生，您的认可让我们很欣喜，期待您下次继续来享受美食呀！,nan,nan,nan,nan,nan
美团,2026-07-14,2026-07-14T00:58:01,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,藕片好好吃，鸡翅尖肥嘟嘟的，餐品分量非常扎实，加入回购清单，这家店的外卖包装干净卫生#香卤鸡翅尖(微辣)# #9.9元素菜双拼#,感谢您对香卤鸡翅尖和9.9元素菜双拼的喜爱与肯定，能获您青睐我们超开心，期待您下次再来品尝呀！,nan,nan,nan,nan,"香卤鸡翅尖(微辣)(小份(约150g)),单价14.6*数量1/9.9元素菜双拼(1人份),单价9.9*数量1/哈尔滨啤酒(1罐),单价5.0*数量1/香卤鸭头(麻辣)(1个,(切开)非整个),单价8.8*数量1"
美团,2026-07-13,2026-07-13T15:20:12,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,谢谢您的鼓励！我们会用心做好每个细节，不断提升服务品质，期待您的再次光临，祝您每一天都开心！,nan,nan,nan,nan,"3.99元香辣鸭锁骨(1个,麻辣),单价6.8*数量1/9.9元4个香辣鸭翅中(1人份,微辣),单价9.9*数量1/香卤鸭掌(微辣)(小份(约160g)),单价24.6*数量1"
美团,2026-07-13,2026-07-13T10:48:46,煌上煌酱鸭(南宁安吉万达店),南宁,,,4.0,5.0,满意,没之前好吃了，一般,非常抱歉给您带来不太满意的用餐体验，后续我们会不断优化，希望能给您更好的感受。,nan,nan,nan,nan,"6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1/酱香鹌鹑(酱辣)(1个,(不切开)整个),单价8.8*数量1/9.9元素菜双拼(1人份),单价11.6*数量1"
美团,2026-07-13,2026-07-13T03:37:55,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,谢谢您的好评！这份认可让我们更有信心，我们会继续用真诚和热情，为您带来更多美好的体验。,nan,nan,nan,nan,"香卤莲藕(微辣)(特小份(约100g)),单价5.8*数量1/香卤鸭头(微辣)(1个,(切开)非整个),单价8.8*数量1/3.99元香辣鸭锁骨(1个,麻辣),单价3.99*数量1/酱香鹌鹑(酱辣)(1个,(切开)非整个),单价8.8*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价8.8*数量1"
美团,2026-07-12,2026-07-12T17:25:10,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,1.0,不满意,nan,谢谢您的好评！这份认可让我们更有信心，我们会继续用真诚和热情，为您带来更多美好的体验。,nan,nan,nan,nan,"去骨凤爪(蒜香)(小份210g),单价36.8*数量1"
美团,2026-07-12,2026-07-12T12:04:58,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,nan,谢谢亲的鼓励！您的满意是我们前进的光，我们会保持初心，不断提升，期待下次与您相遇～,nan,nan,nan,nan,"香卤鸭翅中(微辣)(小份(约200g)),单价21.6*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1/香卤鸭头(微辣)(1个,(切开)非整个),单价8.8*数量4"
美团,2026-07-12,2026-07-12T10:52:28,煌上煌酱鸭(南宁安吉万达店),南宁,,,5.0,5.0,满意,味道很不错，下次还会点。,感谢您的认可，很高兴您觉得味道不错，期待您下次继续选择我们！,nan,nan,nan,nan,"香卤鸭心1元/个(1个,微辣),单价1.0*数量10/9.9元素菜双拼(1人份),单价11.6*数量1/6.5元麻辣鸭头（超辣超上头）(1个),单价6.5*数量1"
